AcresBurned,Active,AdminUnit,AirTankers,ArchiveYear,CalFireIncident,Counties,CountyIds,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,Started,Status,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,WaterTenders
75,FALSE,CAL FIRE Madera-Mariposa-Merced Unit,,2013,TRUE,Madera,20,15,13,13,2013-06-14T16:30:00Z,,FALSE,TRUE,,,,37.169379,-119.75636,TRUE,Revis Fire,100,221,TRUE,2013-06-12T16:40:00Z,Finalized,,,,,13
75,FALSE,"USFS San Bernardino National Forest, CAL FIRE San Bernardino Unit",,2013,TRUE,San Bernardino,36,13,,21,2013-05-15T08:15:00Z,,FALSE,TRUE,,,1,34.1834,-117.4408,TRUE,Lytle Fire,100,292,TRUE,2013-05-13T13:30:00Z,Finalized,,1,,,13
75,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2013,TRUE,Napa,28,,,,2013-05-01T17:15:00Z,,FALSE,TRUE,,,,38.441792,-122.350844,FALSE,Silverado Fire,100,,TRUE,2013-04-30T23:44:00Z,Finalized,,,,,
73,FALSE,CAL FIRE San Bernardino Unit,,2013,TRUE,San Bernardino,36,,,,2013-09-12T08:45:00Z,,FALSE,TRUE,,,,34.003151,-117.106075,FALSE,Liveoak Fire,100,,TRUE,2013-09-11T16:57:00Z,Finalized,,,,,
73,FALSE,CAL FIRE Nevada-Placer-Yuba Unit,,2013,TRUE,Yuba,58,,,,2013-07-08T17:30:00Z,,FALSE,TRUE,,,,39.206,-121.31634,FALSE,McGanney Fire,100,,TRUE,2013-07-08T09:59:00Z,Finalized,,,,,
72,FALSE,CAL FIRE Butte Unit,,2013,TRUE,Butte,4,,2,3,2013-05-04T19:00:00Z,,FALSE,TRUE,,,,0,0,TRUE,Cedar Fire,100,44,TRUE,2013-05-01T04:16:00Z,Finalized,,,,,
70,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2013,TRUE,Lake,17,2,4,10,2013-08-18T18:30:00Z,,FALSE,TRUE,,,,39.013682,-122.491894,TRUE,Double Fire,100,,TRUE,2013-08-16T17:57:00Z,Finalized,,,,,5
68,FALSE,Modoc National Forest,,2013,FALSE,Modoc,25,,,,2013-09-05T21:00:00Z,,FALSE,TRUE,,,,41.569,-120.959,FALSE,Rail Fire,100,,TRUE,2013-09-07T17:30:00Z,Finalized,,,,,
64,FALSE,Ventura County Fire Department,,2013,TRUE,Ventura,56,,,,2013-11-15T16:00:00Z,,FALSE,TRUE,,,,34.384,-119.13249,FALSE,Wheeler Fire,100,,TRUE,2013-11-14T11:05:00Z,Finalized,,,,,
60,FALSE,San Bernardino National Forest,,2013,FALSE,Riverside,33,,,,2013-08-08T09:00:00Z,,FALSE,TRUE,,,,38.838,-116.61,FALSE,Tram Fire,100,,TRUE,2013-08-06T13:39:00Z,Finalized,,,,,
60,FALSE,CAL FIRE/Riverside County  Fire,,2013,TRUE,Riverside,33,,,,2013-08-04T18:00:00Z,,FALSE,TRUE,,,,33.91027,-116.99895,FALSE,Relay Fire,100,,TRUE,2013-08-04T16:29:00Z,Finalized,,,,,
52,FALSE,CAL FIRE Nevada-Yuba-Placer Unit,,2013,TRUE,Nevada,29,,,,2013-08-31T21:30:00Z,,FALSE,TRUE,,,,39.333401,-121.107022,FALSE,Tyler Fire,100,,TRUE,2013-08-31T14:42:00Z,Finalized,,,,,
51,FALSE,CAL FIRE San Luis Obispo Unit,4,2013,TRUE,San Luis Obispo,40,5,3,15,2013-11-09T17:00:00Z,,FALSE,TRUE,,2,,35.457978,-120.751555,TRUE,Toro Fire,100,219,TRUE,2013-11-08T10:30:00Z,Finalized,,,,,
50,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2013,TRUE,Lake,17,,,,2013-11-24T08:45:00Z,,FALSE,TRUE,,,,39.0448,-122.7656,FALSE,Bruner Fire,100,,TRUE,2013-11-23T12:04:00Z,Finalized,,,,,
50,FALSE,CAL FIRE Siskiyou Unit,,2013,TRUE,Siskiyou,47,,,,2013-08-15T17:00:00Z,,FALSE,TRUE,,,,41.923323,-122.578393,FALSE,Cottonwood Fire,100,,TRUE,2013-08-15T14:40:00Z,Finalized,,,,,
50,FALSE,CAL FIRE Santa Clara Unit,,2013,TRUE,Santa Clara,43,,,,2013-07-12T17:45:00Z,,FALSE,TRUE,,,,37.1438,-121.7804,FALSE,Uvas Fire,100,,TRUE,2013-07-12T13:09:00Z,Finalized,,,,,
50,FALSE,CAL FIRE Santa Clara Unit,,2013,TRUE,Alameda,1,,,,2013-07-04T11:30:00Z,,FALSE,TRUE,,,,37.7393,-121.5869,FALSE,Grant Fire,100,,TRUE,2013-07-04T10:00:00Z,Finalized,,,,,
50,FALSE,CAL FIRE San Luis Obispo Unit,,2013,TRUE,San Luis Obispo,40,,,,2013-05-25T18:45:00Z,,FALSE,TRUE,,,,35.5123,-120.6368,FALSE,Homestead Fire,100,,TRUE,2013-05-25T17:35:00Z,Finalized,,,,,
46,FALSE,CAL FIRE Tuolumne-Calaveras Unit,,2013,TRUE,Calaveras,5,18,18,30,2013-08-19T07:10:00Z,,FALSE,TRUE,,18,2,38.06231,-120.45233,TRUE,Bridges Fire,100,169,TRUE,2013-08-17T10:11:00Z,Finalized,,,,,18
46,FALSE,CAL FIRE/Fresno County Fire,,2013,TRUE,Fresno,10,,,,2013-06-19T08:45:00Z,,FALSE,TRUE,,,,37.03087,-119.463757,FALSE,Sierra Fire,100,,TRUE,2013-06-17T14:41:00Z,Finalized,,,,,
45,FALSE,CAL FIRE Mendocino Unit,,2013,TRUE,Mendocino,23,,,,2013-07-23T16:00:00Z,,FALSE,TRUE,,,,38.980846,-123.067671,FALSE,Pratt Fire,100,,TRUE,2013-07-23T13:29:00Z,Finalized,,,,,
44,FALSE,Ventura County Fire Department,,2013,FALSE,Ventura,56,,,,2013-12-11T17:30:00Z,,FALSE,TRUE,,,,0,0,FALSE,Happy Camp Fire,100,,TRUE,2013-12-10T02:26:00Z,Finalized,,,,,
43,FALSE,CAL FIRE Shasta-Trinity Unit,,2013,TRUE,Shasta,45,,,,2013-07-09T15:00:00Z,,FALSE,TRUE,,,,40.373,-122.7338,FALSE,Fiddler Fire,100,,TRUE,2013-07-09T11:59:00Z,Finalized,,,,,
42,FALSE,CAL FIRE/Riverside County Fire,,2013,TRUE,Riverside,33,,,,2013-06-08T19:00:00Z,,FALSE,TRUE,,,,33.96936,-117.1265,FALSE,Viper Fire,100,,TRUE,2013-06-08T15:37:00Z,Finalized,,,,,
41,FALSE,CAL FIRE San Mateo-Santa Cruz Unit,,2013,TRUE,San Mateo,41,,,,2013-09-07T20:00:00Z,,FALSE,TRUE,,,,37.667295,-122.427285,FALSE,Chestnut Fire,100,,TRUE,2013-09-07T13:55:00Z,Finalized,,,,,
40,FALSE,CAL FIRE Santa Clara Unit,,2013,TRUE,Santa Clara,43,,,,2013-12-31T16:00:00Z,,FALSE,TRUE,,,,37.342186,-121.717706,FALSE,Grant Fire,100,,TRUE,2013-12-31T05:30:00Z,Finalized,,,,,
40,FALSE,Orange County Fire Authority,,2013,TRUE,Orange,30,,,,2013-10-09T08:00:00Z,,FALSE,TRUE,,,,33.7655,-117.6649,FALSE,Baker Fire,100,,TRUE,2013-10-06T10:52:00Z,Finalized,,,,,
40,FALSE,CAL FIRE San Diego Unit,,2013,TRUE,San Diego,37,,,,2013-09-28T09:15:00Z,,FALSE,TRUE,,,,0,0,FALSE,Valley Fire,100,,TRUE,2013-09-26T17:29:00Z,Finalized,,,,,
40,FALSE,CAL FIRE/Riverside County Fire,,2013,TRUE,Riverside,33,,,,2013-08-16T21:00:00Z,,FALSE,TRUE,,,,33.570291,-116.10815,FALSE,Pierce Fire,100,,TRUE,2013-08-16T13:31:00Z,Finalized,,,,,
40,FALSE,CAL FIRE Siskiyou Unit,,2013,TRUE,Siskiyou,47,,,,2013-07-31T19:25:00Z,,FALSE,TRUE,,,,0,0,FALSE,Trout Fire,100,,TRUE,2013-07-31T15:25:00Z,Finalized,,,,,
40,FALSE,CAL FIRE / Riverside County Fire,,2013,TRUE,Riverside,33,,,,2013-07-20T19:30:00Z,,FALSE,TRUE,,,,33.9634,-117.2508,FALSE,Heacock Fire,100,,TRUE,2013-07-19T16:21:00Z,Finalized,,,,,
40,FALSE,CAL FIRE/Riverside County Fire,,2013,TRUE,Riverside,33,,,,2013-06-15T08:00:00Z,,FALSE,TRUE,,,,34.001745,-117.302057,FALSE,Palmyrita Fire,100,,TRUE,2013-06-14T13:47:00Z,Finalized,,,,,
40,FALSE,CAL FIRE Riverside Unit,2,2013,TRUE,Riverside,33,,1,19,2013-05-17T08:30:00Z,,FALSE,TRUE,,,,33.655638,-116.161201,TRUE,54 Fire,100,65,TRUE,2013-05-16T13:48:00Z,Finalized,,,,,
38,FALSE,CAL FIRE Amador-El Dorado Unit,,2013,TRUE,El Dorado,9,,,,2013-08-24T11:45:00Z,,FALSE,TRUE,,,,38.89555,-120.84716,FALSE,Empire Fire,100,,TRUE,2013-08-24T14:54:00Z,Finalized,,,,,
38,FALSE,CAL FIRE Sanoma-Lake-Napa Unit,,2013,TRUE,Lake,17,,,,2013-08-07T18:30:00Z,,FALSE,TRUE,,,,39.1591,-122.5906,FALSE,Indian Fire,100,,TRUE,2013-08-07T12:35:00Z,Finalized,,,,,
38,FALSE,CAL FIRE Santa Clara Unit / Alameda County Fire,,2013,TRUE,Alameda,1,,,,2013-07-06T14:30:00Z,,FALSE,TRUE,,,,37.74241,-121.86216,FALSE,Fallon Fire,100,,TRUE,2013-07-06T13:09:00Z,Finalized,,,,,
35,FALSE,CAL FIRE/Fresno County Fire,,2013,TRUE,Fresno,10,,,,2013-06-13T21:30:00Z,,FALSE,TRUE,,,,36.763367,-119.558244,FALSE,Michelle Fire,100,,TRUE,2013-06-13T15:54:00Z,Finalized,,,,,
35,FALSE,CAL FIRE San Luis Obispo Unit,,2013,TRUE,San Luis Obispo,40,,,,2013-05-20T19:10:00Z,,FALSE,TRUE,,,,35.49864,-120.91375,FALSE,Cottontail Fire,100,,TRUE,2013-05-20T15:45:00Z,Finalized,,,,,
34,FALSE,CAL FIRE Shasta-Trinity Unit,,2013,TRUE,Shasta,45,,,,2013-08-05T08:17:00Z,,FALSE,TRUE,,,,0,0,FALSE,Honey Fire,100,,TRUE,2013-08-04T18:00:00Z,Finalized,,,,,
33,FALSE,CAL FIRE Shasta-Trinity Unit,,2013,TRUE,Shasta,45,,,,2013-11-07T19:45:00Z,,FALSE,TRUE,,,,40.483662,-122.140914,FALSE,Dersch Fire,100,,TRUE,2013-11-07T16:10:00Z,Finalized,,,,,
31,FALSE,CAL FIRE Tuolumne-Calaveras Unit,,2013,TRUE,Calaveras,5,,,,2013-07-23T15:10:00Z,,FALSE,TRUE,,,,37.965364,-120.696362,FALSE,Chuckwagon Fire,100,,TRUE,2013-07-22T12:34:00Z,Finalized,,,,,
30,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2013,TRUE,Lake,17,,,,2013-09-15T17:14:00Z,,FALSE,TRUE,,,,38.9777,-122.683,TRUE,Lakeshore Fire,100,,TRUE,2013-09-15T19:45:00Z,Finalized,,,,,
30,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2013,TRUE,Lake,17,,,,2013-06-06T07:00:00Z,,FALSE,TRUE,,,,38.99233,-122.703193,FALSE,Lake Fire,100,,TRUE,2013-06-05T16:05:00Z,Finalized,,,,,
30,FALSE,San Bernardino National Forest,,2013,FALSE,San Bernardino,36,,,,2013-04-22T09:00:00Z,,FALSE,TRUE,,,,34.288877,-116.941311,FALSE,Fawnskin Fire,100,,TRUE,2013-04-20T17:30:00Z,Finalized,,,,,
28,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2013,TRUE,Sonoma,"49,48,17,6",,,,2013-06-14T15:45:00Z,,FALSE,TRUE,,,,38.4229,-122.0437,TRUE,Sonoma-Lake-Napa Unit Lightning Fires,100,,TRUE,2013-06-10T00:46:00Z,Finalized,,,,,
28,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2013,TRUE,Solano,"49,48,17,6",,,,2013-06-14T15:45:00Z,,FALSE,TRUE,,,,38.4229,-122.0437,TRUE,Sonoma-Lake-Napa Unit Lightning Fires,100,,TRUE,2013-06-10T00:46:00Z,Finalized,,,,,
28,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2013,TRUE,Lake,"49,48,17,6",,,,2013-06-14T15:45:00Z,,FALSE,TRUE,,,,38.4229,-122.0437,TRUE,Sonoma-Lake-Napa Unit Lightning Fires,100,,TRUE,2013-06-10T00:46:00Z,Finalized,,,,,
28,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2013,TRUE,Colusa,"49,48,17,6",,,,2013-06-14T15:45:00Z,,FALSE,TRUE,,,,38.4229,-122.0437,TRUE,Sonoma-Lake-Napa Unit Lightning Fires,100,,TRUE,2013-06-10T00:46:00Z,Finalized,,,,,
27,FALSE,CAL FIRE Shasta-Trinity Unit,,2013,TRUE,Shasta,45,,,,2013-08-14T20:35:00Z,,FALSE,TRUE,,,,40.473356,-122.48259,FALSE,Cloverdale Fire,100,,TRUE,2013-08-14T15:37:00Z,Finalized,,,,,
25,FALSE,CAL FIRE San Diego Unit,,2013,TRUE,San Diego,37,,,,2013-07-28T17:50:00Z,,FALSE,TRUE,,,,32.612773,-116.707335,FALSE,Flume Fire,100,,TRUE,2013-07-28T09:43:00Z,Finalized,,,,,
25,FALSE,CAL FIRE Sanoma-Lake-Napa Unit,,2013,TRUE,Lake,17,,,,2013-06-20T13:15:00Z,,FALSE,TRUE,,,,38.98058,-122.81796,FALSE,Mount Fire,100,,TRUE,2013-06-20T14:29:00Z,Finalized,,,,,
25,FALSE,CAL FIRE Riverside Unit,,2013,TRUE,Riverside,33,,,,2013-05-20T18:50:00Z,,FALSE,TRUE,,,,33.96201,-116.907213,FALSE,Cherry Fire,100,,TRUE,2013-05-20T13:47:00Z,Finalized,,,,,
23,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2013,TRUE,Lake,17,,,,2013-11-24T18:45:00Z,,FALSE,TRUE,,,,38.9289,-122.5818,FALSE,Dam Fire,100,,TRUE,2013-11-23T14:17:00Z,Finalized,,,,,
15,FALSE,CAL FIRE Mendocino Unit,,2013,TRUE,Mendocino,23,,,,2013-12-30T20:30:00Z,,FALSE,TRUE,,,,0,0,FALSE,Refuse Fire,100,,TRUE,2013-12-30T11:00:00Z,Finalized,,,,,
15,FALSE,CAL FIRE / Riverside County Fire,,2013,TRUE,Riverside,33,,,,2013-07-19T19:30:00Z,,FALSE,TRUE,,,,33.94528,-117.09306,FALSE,Gilman Fire,100,,TRUE,2013-07-19T17:31:00Z,Finalized,,,,,
15,FALSE,CAL FIRE Madera-Mariposa-Merced Unit,,2013,TRUE,Madera,20,,,,2013-05-13T09:00:00Z,,FALSE,TRUE,,,,0,0,FALSE,Ranger Fire,100,,TRUE,2013-05-12T13:02:00Z,Finalized,,,,,
0,FALSE,Six Rivers National Forest,,2013,FALSE,Humboldt,12,,,,2013-08-03T15:00:00Z,,FALSE,TRUE,,,,41.333,-123.376,FALSE,Orleans Complex,100,,TRUE,2013-08-03T08:00:00Z,Finalized,,,,,
0,FALSE,USFS San Bernardino National Forest,,2013,FALSE,Riverside,33,,,,2013-06-09T16:45:00Z,,FALSE,TRUE,,,,33.99647,-116.84137,FALSE,Hathaway Fire,100,,TRUE,2013-06-09T12:30:00Z,Finalized,,,,,
97717,FALSE,CAL FIRE / USFS - El Dorado National Forest,,2014,TRUE,El Dorado,9,,,,2014-10-09T17:20:00Z,,FALSE,TRUE,,,12,38.805437,-120.629714,TRUE,King Fire,100,,TRUE,2014-09-13T16:32:00Z,Finalized,,80,,,
50042,FALSE,CAL FIRE Siskiyou Unit / USFS-Klamath National Forest,,2014,FALSE,Siskiyou,47,,,,2014-08-06T10:00:00Z,,FALSE,TRUE,,,,0,0,FALSE,July Complex,100,,TRUE,2014-08-02T09:00:00Z,Finalized,,,,,
39736,FALSE,CAL FIRE Lassen-Modoc Unit / USFS - Lassen National Forest,,2014,TRUE,Shasta,45,,,,2014-08-15T14:00:00Z,,FALSE,TRUE,,,,40.901,-121.368,FALSE,Bald Fire,100,,TRUE,2014-07-30T20:15:00Z,Finalized,,,,,
35302,FALSE,CAL FIRE Siskiyou Unit / Oregon Dept. of Forestry / Oregon Office of The State Fire Marshal,,2014,TRUE,Siskiyou,47,,,,2014-08-18T09:45:00Z,,FALSE,TRUE,,,,42.048,-122.345,FALSE,Oregon Gulch Fire (part of the Beaver Complex),100,,TRUE,2014-07-30T23:00:00Z,Finalized,,,,,
32496,FALSE,US Forest Service - Klamath National Forest,,2014,FALSE,Siskiyou,47,,,,2014-09-02T13:00:00Z,,FALSE,TRUE,,,,0,0,FALSE,Beaver Fire,100,,TRUE,2014-07-30T00:00:00Z,Finalized,,,,,
32416,FALSE,CAL FIRE / USFS - Lassen National Forest,,2014,TRUE,Shasta,45,1,,8,2014-08-25T10:00:00Z,,FALSE,TRUE,,,11,40.72,-121.562,TRUE,Eiler Fire,100,78,TRUE,2014-07-31T18:04:00Z,Finalized,,21,,,4
14416,FALSE,Marine Corps Base Camp Pendleton,,2014,FALSE,San Diego,37,,,,2014-05-21T17:00:00Z,,FALSE,TRUE,,,,0,0,FALSE,Pulgas Fire,100,,TRUE,2014-05-15T14:45:00Z,Finalized,,,,,
13838,FALSE,US Forest Service - Sierra National Forest,,2014,FALSE,Madera,20,,,,2014-07-28T14:30:00Z,,FALSE,TRUE,,,,0,0,FALSE,French Fire,100,,TRUE,2014-07-28T05:45:00Z,Finalized,,,,,
13153,FALSE,CAL FIRE Lassen-Modoc Unit,,2014,TRUE,Modoc,25,7,2,20,2014-08-13T07:00:00Z,,FALSE,TRUE,,2,7,41.1336,-121.2144,TRUE,Day Fire,100,297,TRUE,2014-07-30T19:01:00Z,Finalized,,6,,,4
12661,FALSE,CAL FIRE Shasta-Trinity Unit,,2014,TRUE,Shasta,45,,,,2014-07-26T20:00:00Z,,FALSE,TRUE,,,21,40.4314,-122.750788,TRUE,Bully Fire,100,,TRUE,2014-07-11T15:37:00Z,Finalized,,20,,0,
12536,FALSE,CAL FIRE Mendocino Unit,,2014,TRUE,Mendocino,23,,,,2014-09-09T19:30:00Z,,FALSE,TRUE,,,15,0,0,TRUE,Lodge Lightning Complex,100,,TRUE,2014-07-30T06:27:00Z,Finalized,,,,,
6488,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2014,TRUE,Yolo,57,,,2,2014-07-12T18:00:00Z,,FALSE,TRUE,,,5,38.512,-122.104,TRUE,Monticello Fire,100,87,TRUE,2014-07-04T21:32:00Z,Finalized,,,,,
6258,FALSE,US Forest Service - Shasta Trinity National Forest,,2014,FALSE,Shasta,45,,,,2014-11-14T13:00:00Z,,FALSE,TRUE,,,,41.141,-122.805,FALSE,Coffee Fire,100,,TRUE,2014-07-30T20:30:00Z,Finalized,,,,,
5503,FALSE,CAL FIRE Siskiyou Unit / USFS-Klamath National Forest,,2014,TRUE,Siskiyou,47,,,,2014-08-18T10:00:00Z,,FALSE,TRUE,,,,41.682,-122.127,FALSE,Little Deer Fire,100,,TRUE,2014-07-31T17:45:00Z,Finalized,,,,,
5367,FALSE,Marine Corps Base Camp Pendleton,,2014,FALSE,San Diego,37,,,,2014-05-19T09:20:00Z,,FALSE,TRUE,,,,33.3529,-117.284889,TRUE,Tomahawk Fire,100,,TRUE,2014-05-14T09:45:00Z,Finalized,,,,,
4840,FALSE,"Department of Defense, US Army",,2014,FALSE,Monterey,27,,,,2014-06-21T19:00:00Z,,FALSE,TRUE,,,,0,0,FALSE,Stoney Fire,100,,TRUE,2014-06-19T15:14:00Z,Finalized,,,,,
4772,FALSE,Yosemite National Park,,2014,FALSE,Mariposa,22,,,,2014-12-12T13:45:00Z,,FALSE,TRUE,,,,0,0,FALSE,Meadow Fire,100,,TRUE,2014-08-16T00:00:00Z,Finalized,,,,,
4689,FALSE,Yosemite National Park and Stanislaus National Forest,,2014,FALSE,Mariposa,22,,,,2014-08-10T08:15:00Z,,FALSE,TRUE,,,,0,0,FALSE,El Portal Fire,100,,TRUE,2014-07-26T17:00:00Z,Finalized,,,,,
4300,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2014,TRUE,Napa,"28,17",,,,2014-07-09T18:00:00Z,,FALSE,TRUE,,,4,38.664,-122.454,TRUE,Butts Fire,100,0,TRUE,2014-07-01T12:08:00Z,Finalized,,9,,,
4300,FALSE,CAL FIRE Sonoma-Lake-Napa Unit,,2014,TRUE,Lake,"28,17",,,,2014-07-09T18:00:00Z,,FALSE,TRUE,,,4,38.664,-122.454,TRUE,Butts Fire,100,0,TRUE,2014-07-01T12:08:00Z,Finalized,,9,,,
4240,FALSE,CAL FIRE Amador-El Dorado Unit,,2014,TRUE,Amador,"3,9",1,,3,2014-08-02T19:15:00Z,,FALSE,TRUE,,,2,38.5691,-120.7819,TRUE,Sand Fire,100,40,TRUE,2014-07-25T16:34:00Z,Finalized,,67,,,1
4240,FALSE,CAL FIRE Amador-El Dorado Unit,,2014,TRUE,El Dorado,"3,9",1,,3,2014-08-02T19:15:00Z,,FALSE,TRUE,,,2,38.5691,-120.7819,TRUE,Sand Fire,100,40,TRUE,2014-07-25T16:34:00Z,Finalized,,67,,,1
4045,FALSE,Kern County Fire / Sequoia National Forest ,,2014,FALSE,Kern,15,,,,2014-08-27T18:00:00Z,,FALSE,TRUE,,,,35.7206,-118.4747,FALSE,Way Fire,100,,TRUE,2014-08-18T14:30:00Z,Finalized,,,,,
3895,FALSE,Sequoia National Forest,,2014,FALSE,Kern,15,,,,2014-06-20T08:30:00Z,,FALSE,TRUE,,,,35.70683,-118.555527,FALSE,Shirley Fire,100,,TRUE,2014-06-13T17:00:00Z,Finalized,,,,,
2143,FALSE,CAL FIRE San Bernardino / USFS / Rancho Cucamonga Fire,,2014,TRUE,San Bernardino,36,22,,25,2014-05-05T17:30:00Z,,FALSE,TRUE,,,3,34.169346,-117.547374,TRUE,Etiwanda Fire,100,583,TRUE,2014-04-30T08:00:00Z,Finalized,1,0,,,8
1995,FALSE,San Marcos Fire / CAL FIRE San Diego Unit / Elfin Forest Fire Dept,,2014,TRUE,San Diego,37,13,1,21,2014-05-22T18:15:00Z,,FALSE,TRUE,,,3,33.1137,-117.1599,TRUE,Cocos Fire,100,514,TRUE,2014-05-14T16:00:00Z,Finalized,,40,,,2
1952,FALSE,Angeles National Forest and LA County Fire Department,,2014,FALSE,Los Angeles,19,,,,2014-01-27T10:00:00Z,,FALSE,TRUE,,,,34.1703,-117.8816,FALSE,Colby Fire,100,,TRUE,2014-01-16T05:50:00Z,Finalized,,,,,
1680,FALSE,Sequoia National Forest,,2014,FALSE,Kern,15,,,,2014-07-21T14:45:00Z,,FALSE,TRUE,,,,35.642,-118.15,FALSE,Nicolls Fire ,100,,TRUE,2014-07-11T13:46:00Z,Finalized,,,,,
1651,FALSE,Modoc National Forest,,2014,FALSE,Modoc,25,,,,2014-07-03T10:30:00Z,,FALSE,TRUE,,,,41.89,-120.79,FALSE,Modoc Lightning Complex,100,,TRUE,2014-07-01T19:00:00Z,Finalized,,,,,
1548,FALSE,CAL FIRE San Diego Unit/San Diego City Fire/Rancho Santa Fe Fire District,,2014,TRUE,San Diego,37,4,,,2014-05-17T20:14:00Z,,FALSE,TRUE,,,3,33.003,-117.133,TRUE,Bernardo Fire,100,211,TRUE,2014-05-13T11:00:00Z,Finalized,,,,50,
1469,FALSE,CAL FIRE Lassen-Modoc Unit / Modoc National Forest,,2014,TRUE,Modoc,25,8,,17,2014-07-07T07:00:00Z,,FALSE,TRUE,,2,,41.489,-120.904,TRUE,Gulch Fire,100,427,TRUE,2014-07-03T15:46:00Z,Finalized,,,,,4
1457,FALSE,Marine Corps Base Camp Pendleton,,2014,FALSE,San Diego,37,,,,2014-05-20T23:30:00Z,,FALSE,TRUE,,,,33.417572,-117.550567,FALSE,San Mateo Fire,100,,TRUE,2014-05-16T11:24:00Z,Finalized,,,,,
1375,FALSE,CAL FIRE Shasta-Trinity Unit,,2014,TRUE,Shasta,45,4,,7,2014-09-16T09:30:00Z,,FALSE,TRUE,,,4,40.7101,-122.171,TRUE,Gulch Fire,100,169,TRUE,2014-09-10T00:30:00Z,Finalized,,4,,,2
1080,FALSE,Yosemite National Park,,2014,FALSE,Mariposa,22,,,,2014-08-20T19:00:00Z,,FALSE,TRUE,,,,0,0,FALSE,Dark Hole Fire,100,,TRUE,2014-07-17T01:00:00Z,Finalized,,,,,
968,FALSE,US Forest Service - Cleveland National Forest,,2014,FALSE,Orange,30,,,,2014-09-22T15:00:00Z,,FALSE,TRUE,,,,33.748,-117.601,FALSE,Silverado Fire,100,,TRUE,2014-09-12T10:30:00Z,Finalized,,,,,
865,FALSE,Lassen National Forest,,2014,FALSE,Tehama,52,,,,2014-01-10T18:30:00Z,,FALSE,TRUE,,,,40.134597,-121.790183,FALSE,Campbell Fire,100,,TRUE,2014-01-02T20:00:00Z,Finalized,,,,,
677,FALSE,CAL FIRE Madera-Mariposa-Merced Unit,,2014,TRUE,Mariposa,22,2,,2,2014-06-02T18:30:00Z,,FALSE,TRUE,,,9,0,0,TRUE,Hunters Fire,100,32,TRUE,2014-05-26T15:33:00Z,Finalized,,3,,,
632,FALSE,Santa Barbara County Fire,,2014,TRUE,Santa Barbara,42,10,1,10,2014-05-19T09:20:00Z,,FALSE,TRUE,,1,,34.609,-120.454,TRUE,Miguelito Fire,100,548,TRUE,2014-05-13T14:00:00Z,Finalized,,,,1200,3
612,FALSE,CAL FIRE Madera-Mariposa-Merced Unit,,2014,TRUE,Madera,20,6,2,7,2014-08-25T08:25:00Z,,FALSE,TRUE,,,3,37.3433,-119.6581,TRUE,Junction Fire,100,188,TRUE,2014-08-18T13:50:00Z,Finalized,,47,,,3
600,FALSE,Carlsbad Fire Department,,2014,FALSE,San Diego,37,,,,2014-05-17T00:00:00Z,,FALSE,TRUE,,,,33.1109,-117.279,FALSE,Poinsettia Fire,100,,TRUE,2014-05-14T10:30:00Z,Finalized,,,,,
580,FALSE,CAL FIRE Shasta-Trinity Unit,,2014,TRUE,Trinity,53,82,,3,2014-08-28T19:00:00Z,,FALSE,TRUE,,,2,40.7412,-122.946,TRUE,Oregon Fire,100,46,TRUE,2014-08-24T16:36:00Z,Finalized,,1,,,
516,FALSE,CAL FIRE Siskiyou Unit,,2014,TRUE,Siskiyou,47,14,2,10,2014-10-11T18:50:00Z,,FALSE,TRUE,,,1,41.42384,-122.37432,TRUE,Boles Fire,100,453,TRUE,2014-09-15T13:38:00Z,Finalized,7,165,,1100,
487,FALSE,CAL FIRE Tuolumne-Calaveras Unit,,2014,TRUE,Tuolumne,55,,,,2014-06-05T20:00:00Z,,FALSE,TRUE,,,,37.76617,-120.45087,FALSE,59 Fire,100,,TRUE,2014-06-04T11:45:00Z,Finalized,,,,,
459,FALSE,CAL FIRE Nevada-Yuba-Placer Unit,,2014,TRUE,Placer,31,,,,2014-10-15T07:50:00Z,,FALSE,TRUE,,,2,0,0,TRUE,Applegate Fire,100,,TRUE,2014-10-08T13:33:00Z,Finalized,,10,,,
403,FALSE,CAL FIRE Mendocino Unit,,2014,TRUE,Mendocino,23,,,1,2014-09-17T16:10:00Z,,FALSE,TRUE,,,3,0,0,TRUE,Black Fire,100,15,TRUE,2014-09-13T15:48:00Z,Finalized,,11,,,
